111  43.65114687  001.35728479
111  43.65155047  001.35723307
111  43.65162604  001.35703012
111  43.65190166  001.35699245
111  43.65201989  001.35717453
111  43.65240621  001.35712247
111  43.65248245  001.35690518
111  43.65275310  001.35687341
111  43.65286224  001.35705697
111  43.65323775  001.35701111
111  43.65324969  001.35701057
113  43.65333035  001.35679682
110 2 0.00 85.0000 New Taxiway 2
111  43.65266170  001.35434436
111  43.65258872  001.35455511
111  43.65231069  001.35458992
111  43.65220570  001.35440699
111  43.65180644  001.35447298
111  43.65173333  001.35466401
111  43.65146254  001.35470085
111  43.65135429  001.35453261
111  43.65096066  001.35457247
111  43.65087624  001.35479606
111  43.65060280  001.35482581
111  43.65048609  001.35463543
111  43.65010811  001.35468172
111  43.65001993  001.35491824
111  43.64974568  001.35493149
111  43.64965255  001.35476541
111  43.64963900  001.35476822
111  43.64925033  001.35481683
111  43.64923260  001.35482240
111  43.64915993  001.35501651
111  43.64888893  001.35504770
111  43.64879493  001.35488036
111  43.64876423  001.35488193
111  43.64838054  001.35493679
111  43.64831126  001.35513333
111  43.64817529  001.35515508
111  43.64821405  001.35576484
111  43.64843218  001.35574766
111  43.64846019  001.35613855
111  43.64885347  001.35608369
111  43.64882449  001.35567639
111  43.64930200  001.35561739
111  43.64933349  001.35601828
111  43.64972860  001.35596250
111  43.64970228  001.35556584
111  43.65016052  001.35550641
111  43.65018435  001.35585917
111  43.65058478  001.35581202
111  43.65055707  001.35544151
111  43.65101640  001.35538847
111  43.65104128  001.35577978
111  43.65144066  001.35572443
111  43.65141889  001.35532999
111  43.65187079  001.35527179
111  43.65189437  001.35566173
111  43.65229869  001.35560493
111  43.65227007  001.35521080
111  43.65272398  001.35515599
111  43.65275143  001.35554242
111  43.65315212  001.35548679
111  43.65312757  001.35509133
111  43.65334664  001.35506512
111  43.65331087  001.35444877
111  43.65316577  001.35446290
113  43.65306544  001.35429015
110 2 0.00 25.0000 New Taxiway 1
111  43.61906286  001.38369451
111  43.61897892  001.38394732
111  43.61947779  001.38426424
113  43.61956464  001.38401780
110 1 0.00 0.0000 New Taxiway 13
111  43.61503176  001.35929406
111  43.61495031  001.35916660
111  43.61479643  001.35915640
111  43.61480465  001.35918996
111  43.61480486  001.35937334
111  43.61331117  001.35927481
111  43.61330657  001.35949374
111  43.61328113  001.35951019
111  43.61313481  001.35949589
111  43.61312582  001.35960116
111  43.61330457  001.35960300
111  43.61330337  001.35967047
112  43.61319964  001.35966827  43.61315896  001.35966781
111  43.61312582  001.35960116
111  43.61311354  001.35974916
111  43.61328587  001.35975408
111  43.61328612  001.35989473
111  43.61310185  001.35988664
111  43.61308593  001.36004291
111  43.61307447  001.36011274
112  43.61310084  001.36007145  43.61311950  001.36006973
111  43.61318242  001.36006557
111  43.61323796  001.36007067
111  43.61322019  001.36052124
111  43.61326181  001.36051857
111  43.61327775  001.36000554
111  43.61413905  001.36004715
111  43.61414480  001.35989414
111  43.61480229  001.35992589
111  43.61480457  001.36007850
111  43.61472922  001.36008015
111  43.61467085  001.36231390
111  43.61458272  001.36230829
111  43.61458206  001.36239877
111  43.61362692  001.36233473
111  43.61361801  001.36303836
111  43.61472937  001.36309371
111  43.61473130  001.36323421
111  43.61478784  001.36323626
111  43.61492114  001.35970098
111  43.61487133  001.35970257
111  43.61487226  001.35955663
111  43.61492683  001.35938350
111  43.61562601  001.35941362
111  43.61567006  001.35945746
111  43.61566976  001.35932944
113  43.61564335  001.35934386
110 1 0.00 20.0000 New Taxiway 10
111  43.61434146  001.36660601
111  43.61422010  001.36669596
111  43.61424519  001.36673529
111  43.61416609  001.36683833
111  43.61409933  001.36706015
111  43.61402351  001.36702509
111  43.61399156  001.36714644
111  43.61427105  001.36726541
111  43.61441301  001.36678543
111  43.61440648  001.36665424
113  43.61435357  001.36656183
110 1 0.00 20.0000 New Taxiway 4
111  43.61300991  001.36716949
111  43.61321722  001.36637964
112  43.61316992  001.36613214  43.61312653  001.36605295
112  43.61306844  001.36601721  43.61303417  001.36600819
111  43.61292076  001.36623826
111  43.61273510  001.36688702
111  43.61275164  001.36694335
111  43.61274612  001.36710058
113  43.61276566  001.36714843
110 1 0.00 20.0000 New Taxiway 3
112  43.61275696  001.36584433  43.61272108  001.36572478
111  43.61275696  001.36584433
112  43.61271078  001.36591162  43.61265539  001.36589487
111  43.61271078  001.36591162
111  43.61262210  001.36582079
111  43.61265872  001.36483660
111  43.61260644  001.36483888
111  43.61257493  001.36576195
111  43.61250473  001.36598989
111  43.61264813  001.36606464
111  43.61269145  001.36616908 74
111  43.61254571  001.36668217
112  43.61254571  001.36668217  43.61252612  001.36677202
111  43.61257178  001.36680589
111  43.61274447  001.36618921
114  43.61274447  001.36618921  43.61276464  001.36611503
110 1 0.00 20.0000 New Taxiway 9
111  43.61368382  001.36621937
112  43.61368382  001.36621937  43.61359570  001.36618569
111  43.61353495  001.36623286
111  43.61348120  001.36627425
112  43.61348120  001.36627425  43.61341311  001.36636206
111  43.61338297  001.36647265
111  43.61397564  001.36677835
111  43.61399622  001.36669473
112  43.61399622  001.36669473  43.61401348  001.36662496
111  43.61397887  001.36649398
111  43.61397655  001.36643395
112  43.61388867  001.36632186  43.61383135  001.36629299
113  43.61388867  001.36632186
110 2 0.00 140.0000 New Taxiway 7
111  43.61292122  001.36474493
111  43.61272645  001.36474531
111  43.61272621  001.36484127
111  43.61270912  001.36559500
112  43.61270912  001.36559500  43.61272437  001.36577790
111  43.61275696  001.36584433
112  43.61275696  001.36584433  43.61279284  001.36596389
112  43.61274447  001.36618921  43.61272431  001.36626340
111  43.61274447  001.36618921
111  43.61257178  001.36680589
111  43.61273510  001.36688702
111  43.61292076  001.36623826
112  43.61306844  001.36601721  43.61310271  001.36602623
112  43.61316992  001.36613214  43.61321331  001.36621134
111  43.61321722  001.36637964
111  43.61300991  001.36716949
111  43.61311682  001.36717880
111  43.61321155  001.36730032
111  43.61319385  001.36798327
112  43.61397716  001.36838929  43.61401867  001.36841207
111  43.61403854  001.36848849
111  43.61403510  001.36841308
111  43.61411346  001.36845939
111  43.61419313  001.36815872
111  43.61400009  001.36767723
111  43.61412137  001.36721304
111  43.61486846  001.36760920
111  43.61502403  001.36704154
112  43.61516493  001.36697926  43.61527564  001.36703072
111  43.61516493  001.36697926
111  43.61625203  001.36753000
112  43.61675523  001.36804607  43.61694551  001.36841631
111  43.61675523  001.36804607
111  43.61872726  001.37162494
111  43.61920385  001.37114533
112  43.61874485  001.37099016  43.61856764  001.37088921
111  43.61838077  001.37060776
111  43.61726598  001.36857281
112  43.61731100  001.36808954  43.61747642  001.36783309
111  43.61731100  001.36808954
111  43.61751345  001.36787791
112  43.61754090  001.36703768  43.61729100  001.36659773
111  43.61695569  001.36690609
111  43.61661275  001.36725575
112  43.61661275  001.36725575  43.61647928  001.36740920
111  43.61632560  001.36730438
111  43.61428648  001.36626138
111  43.61428585  001.36623335
111  43.61395412  001.36600846
111  43.61393991  001.36608181
111  43.61320505  001.36571054
112  43.61290889  001.36521279  43.61288578  001.36485442
113  43.61290889  001.36521279
111  43.61397655  001.36643395
111  43.61397887  001.36649398
112  43.61399622  001.36669473  43.61397896  001.36676450
111  43.61399622  001.36669473
111  43.61397564  001.36677835
111  43.61338297  001.36647265
112  43.61348120  001.36627425  43.61354930  001.36618643
111  43.61348120  001.36627425
111  43.61353495  001.36623286
112  43.61368382  001.36621937  43.61377195  001.36625306
111  43.61368382  001.36621937
111  43.61388867  001.36632186
114  43.61388867  001.36632186  43.61394599  001.36635074
111  43.61440648  001.36665424
111  43.61441301  001.36678543
111  43.61427105  001.36726541
111  43.61399156  001.36714644
111  43.61402351  001.36702509
111  43.61409933  001.36706015
111  43.61416609  001.36683833
111  43.61424519  001.36673529
111  43.61422010  001.36669596
111  43.61434146  001.36660601
113  43.61435357  001.36656183
111  43.61384710  001.36692876
111  43.61383570  001.36698482
111  43.61378035  001.36701070
111  43.61373510  001.36721885
111  43.61383776  001.36726121
111  43.61384269  001.36730390
111  43.61381659  001.36739429
111  43.61373364  001.36735417
111  43.61370531  001.36744423
111  43.61327153  001.36723428
111  43.61320448  001.36713587
111  43.61322356  001.36704790
111  43.61327634  001.36697592
111  43.61340320  001.36703311
111  43.61341936  001.36696231
111  43.61335831  001.36688328
111  43.61329215  001.36685175
111  43.61333841  001.36667133
111  43.61358735  001.36679456
113  43.61375545  001.36689099
110 1 0.00 0.0000 New Taxiway 2
111  43.61751192  001.35793532
111  43.61751366  001.35852852
111  43.61757713  001.35875298
112  43.61760787  001.35882699  43.61760981  001.35887493
112  43.61755031  001.35905917  43.61754117  001.35908750
111  43.61749625  001.35910762
111  43.61767945  001.35911976
112  43.61762014  001.35899659  43.61765657  001.35888548
111  43.61762014  001.35899659
112  43.61770826  001.35881332  43.61775431  001.35876743
111  43.61778536  001.35856698
112  43.61781573  001.35817891  43.61784618  001.35809389
113  43.61788981  001.35796029
110 2 0.00 0.0000 New Taxiway 4
111  43.63707967  001.34795764
111  43.63699417  001.34794361
111  43.63697639  001.34851442
112  43.63694084  001.34857407  43.63694201  001.34860780
112  43.63697978  001.34862671  43.63699886  001.34862643
112  43.63701820  001.34857663  43.63701943  001.34853667
113  43.63699417  001.34852377
110 1 0.00 0.0000 New Taxiway 2
111  43.63695608  001.34793074
111  43.63694084  001.34846178
112  43.63689936  001.34857056  43.63689671  001.34865361
112  43.63697893  001.34867817  43.63700676  001.34868051
112  43.63706443  001.34857875  43.63706771  001.34851091
111  43.63704412  001.34848517
111  43.63713470  001.34799040
111  43.63708052  001.34798104
113  43.63708898  001.34795180
111  43.63699417  001.34852377
112  43.63701820  001.34857663  43.63701696  001.34861659
112  43.63697978  001.34862671  43.63696070  001.34862698
112  43.63694084  001.34857407  43.63693967  001.34854034
111  43.63697639  001.34851442
111  43.63699417  001.34794361
113  43.63707967  001.34795764
110 2 0.00 110.0000 New Taxiway 7
111  43.61644561  001.36886300
111  43.61636761  001.36916265
111  43.61624000  001.36909622
111  43.61616688  001.36906053
111  43.61612699  001.36898783
111  43.61616400  001.36886160
111  43.61614007  001.36884708
111  43.61608022  001.36906644
111  43.61611985  001.36908960
111  43.61586034  001.37007016
111  43.61582148  001.37004749
111  43.61581473  001.37007361
111  43.61587186  001.37009923
111  43.61601900  001.36956611
111  43.61623009  001.36967445
111  43.61615464  001.36996125
111  43.61653751  001.37015190
111  43.61661615  001.36986487
111  43.61682777  001.36997300
111  43.61696463  001.36946891
111  43.61681280  001.36938388
111  43.61675181  001.36934963
113  43.61682990  001.36905278
110 2 0.00 0.0000 New Taxiway 9
111  43.62984273  001.37700337
111  43.62981848  001.37702876
111  43.62987320  001.37713613
113  43.62989834  001.37710754
110 2 0.00 0.0000 New Taxiway 6
111  43.62995722  001.37700413
111  43.63000975  001.37710030
111  43.63007538  001.37703878
113  43.63002071  001.37693340
110 2 0.00 0.0000 New Taxiway 3
111  43.62426944  001.37879055
111  43.62420701  001.37868158
111  43.62411459  001.37877940
111  43.62410992  001.37882281
111  43.62436850  001.37930220
111  43.62450259  001.37916653
111  43.62454674  001.37911649
112  43.62454115  001.37879296  43.62464336  001.37865409
111  43.62482036  001.37882340
111  43.62510118  001.37854627
111  43.62506852  001.37850154
111  43.62499150  001.37845671
111  43.62478008  001.37807350
111  43.62469662  001.37816260
111  43.62483665  001.37840257
111  43.62424052  001.37900688
113  43.62417342  001.37889178
110 2 0.00 0.0000 New Taxiway 3
111  43.62849791  001.37730330
111  43.62852676  001.37735502
111  43.62855799  001.37731988
113  43.62852981  001.37727026
110 2 0.00 0.0000 New Taxiway 1
111  43.62891871  001.37831598
111  43.62858554  001.37767162
111  43.62851016  001.37774880
111  43.62832297  001.37793179
111  43.62827368  001.37797982
111  43.62844224  001.37829300
111  43.62837434  001.37836097
111  43.62864379  001.37883169
111  43.62872325  001.37876958
113  43.62863796  001.37861968
110 2 0.00 25.0000 New Taxiway 1
111  43.61992487  001.38246162
111  43.61965611  001.38228461
112  43.61965611  001.38228461  43.61958594  001.38227837
111  43.61955374  001.38233928
111  43.61941355  001.38273827
111  43.61941783  001.38278389
111  43.61939639  001.38286021
111  43.61937800  001.38284656
111  43.61928548  001.38312285
111  43.61983171  001.38347624
111  43.62192340  001.38484970
111  43.62196809  001.38474589
111  43.62166244  001.38455719
111  43.62138807  001.38435851
111  43.61973034  001.38325195
112  43.61970113  001.38311674  43.61972858  001.38303190
113  43.61970113  001.38311674
110 1 0.25 143.0000 H14
111  43.61772240  001.38379921
111  43.61735666  001.38419499
111  43.61752499  001.38450017
113  43.61789311  001.38410439
110 1 0.25 143.0000 H32
111  43.61525664  001.38646525
111  43.61542592  001.38676661
111  43.61579690  001.38636463
113  43.61562619  001.38606708
110 3 0.35 143.0000 Piste herbe
111  43.61771029  001.38371904
111  43.61525227  001.38636607
111  43.61548959  001.38678601
113  43.61792819  001.38411316
110 1 0.00 0.0000 New Taxiway 11
111  43.61592749  001.35925297
111  43.61667187  001.35941481
112  43.61690992  001.35988028  43.61692234  001.36023685
111  43.61690992  001.35988028
111  43.61688500  001.36071070
112  43.61675263  001.36070432  43.61672561  001.36070552
111  43.61672733  001.36066560
111  43.61676652  001.35959434
112  43.61676652  001.35959434  43.61675929  001.35938716
111  43.61658340  001.35941259
111  43.61586424  001.35936044
112  43.61586424  001.35936044  43.61585991  001.35937607
112  43.61584943  001.35946002  43.61584592  001.35952479
111  43.61584943  001.35946002
111  43.61654208  001.35948193
112  43.61660947  001.35960882  43.61661128  001.35972947
111  43.61660947  001.35960882
111  43.61657823  001.35961176
111  43.61650932  001.36178350
111  43.61653220  001.36178318
111  43.61653451  001.36187825
111  43.61663758  001.36187803 20
111  43.61664593  001.36167940 20
112  43.61670420  001.36160084  43.61676251  001.36158886
111  43.61670420  001.36160084
112  43.61670420  001.36160084  43.61679342  001.36160040 20
111  43.61684858  001.36161408
111  43.61683188  001.36200793
111  43.61687945  001.36200351
113  43.61698611  001.35932025
111  43.61688125  001.36080368
111  43.61685226  001.36149498 20
111  43.61670580  001.36149301 20
112  43.61666667  001.36142376  43.61666857  001.36136082 20
111  43.61667362  001.36107628
111  43.61669075  001.36107502
111  43.61669836  001.36085318
114  43.61675434  001.36079494  43.61680620  001.36079752
110 1 0.00 143.0000 New Taxiway 1
111  43.63358700  001.36798868
111  43.63347982  001.36810230
111  43.63404483  001.36913269
111  43.63409397  001.36907907
111  43.63407854  001.36905208
111  43.63413983  001.36898118
111  43.63400228  001.36873239
111  43.63400718  001.36872635
113  43.63367763  001.36814506
110 2 0.00 0.0000 New Taxiway 19
111  43.62283175  001.36339651
111  43.62285942  001.36344648
111  43.62289362  001.36340662
113  43.62286733  001.36335910
110 2 0.00 52.0000 New Taxiway 18
111  43.62252704  001.36371555
111  43.62255327  001.36376368
111  43.62258893  001.36372801
113  43.62256229  001.36367988
110 2 0.00 52.0000 New Taxiway 17
111  43.62221815  001.36404064
111  43.62224668  001.36408768
111  43.62228198  001.36404953
113  43.62225380  001.36400196
110 2 0.00 52.0000 New Taxiway 16
111  43.62223977  001.36332933
111  43.62226810  001.36337792
111  43.62230292  001.36333895
113  43.62227637  001.36329101
110 2 0.00 52.0000 New Taxiway 15
111  43.62256382  001.36298850
111  43.62259156  001.36303824
111  43.62262875  001.36299992
113  43.62259923  001.36295100
110 2 0.00 62.0000 New Taxiway 14
111  43.62226148  001.36262649
111  43.62228391  001.36268112
111  43.62232228  001.36265584
113  43.62229985  001.36260121
110 2 0.00 12.0000 New Taxiway 13
111  43.62229024  001.36206335
111  43.62233274  001.36207395
111  43.62234091  001.36201782
113  43.62229804  001.36200460
110 2 0.00 0.0000 New Taxiway 1
111  43.61634871  001.35570484
111  43.61634886  001.35576054
111  43.61639489  001.35576185
111  43.61635371  001.35669710
111  43.61659136  001.35663729
113  43.61660277  001.35570912
110 1 0.25 143.0000 Main Taxiway
111  43.62830035  001.37398625
111  43.62957850  001.37264298
112  43.62949698  001.37236002  43.62951757  001.37223376
111  43.62949698  001.37236002
111  43.62958140  001.37215805
111  43.63032583  001.37139434
111  43.62958670  001.37003943
111  43.63289432  001.36661627
112  43.63289432  001.36661627  43.63285554  001.36651030
111  43.63289537  001.36643145
111  43.63283947  001.36641205
111  43.63278815  001.36646858
111  43.63276761  001.36639789
111  43.63283444  001.36633154
112  43.63283072  001.36595015  43.63289341  001.36576491
111  43.63283072  001.36595015
112  43.63283072  001.36595015  43.63286481  001.36587111
112  43.63300973  001.36567210  43.63304817  001.36561771
111  43.63300973  001.36567210
112  43.63314967  001.36592354  43.63317596  001.36598299
111  43.63313343  001.36607699
111  43.63307996  001.36614201
111  43.63283947  001.36641205
111  43.63289537  001.36643145
111  43.63312347  001.36621485
111  43.63322852  001.36639757
111  43.63307200  001.36657500
111  43.63316560  001.36673449
111  43.63304378  001.36686842
111  43.63289432  001.36661627
111  43.63285653  001.36665590
111  43.63306188  001.36702935
111  43.63310608  001.36698306
111  43.63307152  001.36692134
111  43.63324413  001.36674209
111  43.63328005  001.36682329
111  43.63344412  001.36665238
111  43.63339867  001.36658120
112  43.63339867  001.36658120  43.63345569  001.36651426
111  43.63352808  001.36661698
111  43.63413994  001.36774274
112  43.63413337  001.36800225  43.63406438  001.36808609
111  43.63413337  001.36800225
111  43.63407021  001.36806868
111  43.63414402  001.36819076
112  43.63414402  001.36819076  43.63408221  001.36824665
112  43.63372202  001.36809511  43.63361707  001.36787780
111  43.63372202  001.36809511
111  43.63367763  001.36814526
111  43.63400718  001.36872635
111  43.63414536  001.36897380
111  43.63416961  001.36901645
111  43.63423816  001.36913328
111  43.63439123  001.36943387
111  43.63451698  001.36929487
111  43.63439439  001.36907411
111  43.63455590  001.36889706
112  43.63455590  001.36889706  43.63462963  001.36881785
111  43.63459931  001.36873117
111  43.63448470  001.36852376
111  43.63441934  001.36859673
111  43.63445583  001.36866300
111  43.63431129  001.36881404
111  43.63431347  001.36881923
111  43.63419695  001.36894035
111  43.63417671  001.36890608
111  43.63421866  001.36886491
111  43.63409862  001.36865693
111  43.63405702  001.36869373
112  43.63399422  001.36857346  43.63395176  001.36849176
111  43.63400489  001.36843169
111  43.63409493  001.36835106
111  43.63426826  001.36867069
111  43.63447369  001.36845219
111  43.63441532  001.36834991
111  43.63443590  001.36832749
111  43.63440566  001.36827675
111  43.63446469  001.36821292
111  43.63435135  001.36799930
112  43.63435135  001.36799930  43.63437576  001.36782456
112  43.63468159  001.36753706  43.63479233  001.36753743
111  43.63468159  001.36753706
111  43.63459292  001.36745946
112  43.63459292  001.36745946  43.63444519  001.36763961
111  43.63431142  001.36792042
111  43.63304738  001.36561916
112  43.63304738  001.36561916  43.63310875  001.36554040
111  43.63332662  001.36529744
111  43.63326755  001.36520519
111  43.63335361  001.36510665
111  43.63364382  001.36480322
111  43.63709654  001.36120342
111  43.63714975  001.36130564
111  43.63812519  001.36024709
112  43.63812519  001.36024709  43.63843217  001.35979096
112  43.63952926  001.35868783  43.64010427  001.35807657
111  43.63952926  001.35868783
112  43.63952926  001.35868783  43.64067928  001.35746531
112  43.64193893  001.35618375  43.64218395  001.35592289
112  43.64282135  001.35539799  43.64317933  001.35515352
111  43.64282135  001.35539799
111  43.64285416  001.35545978
112  43.64285416  001.35545978  43.64304654  001.35532403
112  43.64322149  001.35540195  43.64326049  001.35546960
111  43.64322149  001.35540195
112  43.64322149  001.35540195  43.64325145  001.35545441
111  43.64330147  001.35546805
111  43.64343174  001.35570620
111  43.64343154  001.35574531
111  43.64446710  001.35769021
112  43.64446710  001.35769021  43.64448356  001.35770126
112  43.64455735  001.35779454  43.64458821  001.35784713
112  43.64468039  001.35801931  43.64472157  001.35808850
111  43.64468039  001.35801931
112  43.64468039  001.35801931  43.64468769  001.35801155
112  43.64473275  001.35796070  43.64474473  001.35794805
111  43.64473275  001.35796070
112  43.64473275  001.35796070  43.64474104  001.35797525
112  43.64492664  001.35833728  43.64496890  001.35843785
111  43.64492664  001.35833728
112  43.64492664  001.35833728  43.64491010  001.35835660
112  43.64489648  001.35844834  43.64490903  001.35846586
111  43.64489648  001.35844834
112  43.64489648  001.35844834  43.64491263  001.35846484
112  43.64498048  001.35851032  43.64501235  001.35852886
111  43.64498048  001.35851032
111  43.64503691  001.35852678
112  43.64503691  001.35852678  43.64510708  001.35862932
112  43.64518687  001.35876083  43.64520762  001.35878858
111  43.64518687  001.35876083
112  43.64518687  001.35876083  43.64542553  001.35903749
112  43.64590022  001.35912289  43.64616763  001.35913020
112  43.64679784  001.35906561  43.64691003  001.35906323
112  43.64700178  001.35924105  43.64700481  001.35942561
112  43.64690293  001.35939922  43.64684471  001.35941179
111  43.64690293  001.35939922
112  43.64690293  001.35939922  43.64690716  001.35943572
111  43.64723827  001.36397673
111  43.64789927  001.36388568
111  43.64789229  001.36381342
111  43.64788547  001.36373685 20
111  43.64768638  001.36099467
111  43.64782908  001.36097033
112  43.64779587  001.35942385  43.64779265  001.35933963
111  43.64779587  001.35942385
112  43.64779587  001.35942385  43.64780007  001.35908108 53
112  43.64795543  001.35887705  43.64801751  001.35878840
111  43.64795543  001.35887705
112  43.64795543  001.35887705  43.64804478  001.35885959
112  43.64847743  001.35877784  43.64860643  001.35876084
111  43.64847743  001.35877784
112  43.64847743  001.35877784  43.64852070  001.35880030
112  43.64858562  001.35909232  43.64860512  001.35920814 53
112  43.64863723  001.35940057  43.64866285  001.35955976
111  43.64863723  001.35940057
112  43.64863723  001.35940057  43.64880742  001.35938505
111  43.64891502  001.35935742 53
111  43.64890104  001.35905015 53
112  43.64900767  001.35867516  43.64909675  001.35864132
111  43.64900767  001.35867516
112  43.64900767  001.35867516  43.64907219  001.35866788 53
111  43.64928906  001.35864191 53
112  43.64941623  001.35896826  43.64943505  001.35922981 53
111  43.64944318  001.35929201
111  43.64976342  001.35927163 53
112  43.64976391  001.35891811  43.64976621  001.35869053 53
112  43.64980324  001.35859011  43.64982527  001.35852114
111  43.64980324  001.35859011
112  43.64980324  001.35859011  43.64986249  001.35858842
111  43.65073281  001.35846918
111  43.65080542  001.35846021
112  43.65107965  001.35844006  43.65125965  001.35842184
111  43.65107965  001.35844006
112  43.65107965  001.35844006  43.65114696  001.35854913 53
112  43.65117181  001.35873194  43.65118790  001.35880487 53
111  43.65122574  001.35907530
111  43.65151540  001.35903377 53
112  43.65151425  001.35868670  43.65151425  001.35848467
111  43.65151425  001.35868670
112  43.65151425  001.35868670  43.65154115  001.35832818 53
112  43.65172456  001.35815317  43.65182852  001.35813747 53
112  43.65215051  001.35809461  43.65227723  001.35808918 53
112  43.65246753  001.35852976  43.65256092  001.35899373
111  43.65246753  001.35852976
112  43.65246753  001.35852976  43.65249657  001.35867757 53
111  43.65253339  001.35890959
111  43.65284074  001.35886481 53
112  43.65281514  001.35849188  43.65283234  001.35826067 53
112  43.65302343  001.35805332  43.65313069  001.35797165 53
112  43.65334618  001.35797096  43.65348616  001.35801068 53
112  43.65420026  001.35824962  43.65425751  001.35827051 53
112  43.65451689  001.35828202  43.65465989  001.35826502 53
111  43.65467504  001.35825510
111  43.65474940  001.35824317 53
112  43.65787895  001.35780920  43.65817137  001.35776440 53
112  43.65824205  001.35707397  43.65818178  001.35668041 53
111  43.65816895  001.35659510
111  43.65787252  001.35662198
112  43.65787252  001.35662198  43.65786811  001.35702792 53
112  43.65782563  001.35722205  43.65777003  001.35747294 53
112  43.65735384  001.35728242  43.65727332  001.35709644 53
112  43.65721456  001.35670805  43.65720794  001.35656455
111  43.65721456  001.35670805
111  43.65691980  001.35674694
112  43.65691980  001.35674694  43.65692018  001.35702609 53
112  43.65686753  001.35734865  43.65682307  001.35756913 53
112  43.65648378  001.35741768  43.65641968  001.35726761 53
112  43.65635426  001.35681374  43.65633617  001.35665675
111  43.65635426  001.35681374
111  43.65604458  001.35689571
112  43.65604458  001.35689571  43.65605227  001.35705875 53
112  43.65599756  001.35746974  43.65595192  001.35768971 53
112  43.65560511  001.35751139  43.65551888  001.35730080 53
112  43.65547453  001.35691896  43.65546443  001.35677903
111  43.65547453  001.35691896
111  43.65517601  001.35696249
112  43.65517601  001.35696249  43.65517828  001.35705380 53
112  43.65516504  001.35735663  43.65514655  001.35751192 53
112  43.65492657  001.35763415  43.65483727  001.35765764 53
112  43.65470581  001.35766041  43.65466902  001.35766140
112  43.65462379  001.35766201  43.65461198  001.35766315
111  43.65462379  001.35766201
112  43.65462379  001.35766201  43.65445637  001.35770245 53
112  43.65428880  001.35726827  43.65423284  001.35698103
111  43.65428880  001.35726827
112  43.65428880  001.35726827  43.65424482  001.35689100 53
112  43.65411238  001.35556251  43.65406371  001.35479738
111  43.65411238  001.35556251
111  43.65410592  001.35545993
112  43.65410592  001.35545993  43.65405910  001.35479137 53
112  43.65404459  001.35389589  43.65404257  001.35373897 53
112  43.65416523  001.35360263  43.65421563  001.35355048
111  43.65416523  001.35360263
112  43.65416523  001.35360263  43.65419043  001.35357655 53
112  43.65433204  001.35344611  43.65436389  001.35342276
111  43.65433204  001.35344611
111  43.65439883  001.35339507
112  43.65439883  001.35339507  43.65449507  001.35334077 53
112  43.65475021  001.35333656  43.65485236  001.35342816 53
112  43.65488682  001.35372484  43.65488889  001.35382250
111  43.65488682  001.35372484
111  43.65516593  001.35368616
112  43.65516593  001.35368616  43.65517449  001.35353165 53
112  43.65521845  001.35316813  43.65525812  001.35293248 53
112  43.65563750  001.35309755  43.65570998  001.35334990 53
112  43.65575245  001.35360872  43.65579347  001.35378071
111  43.65575245  001.35360872
111  43.65603617  001.35357614
